"Gene symbol 1","Gene symbol 2","UniProt ID 1","UniProt ID 2","High temp. Remodeling Score","Amino acids Remodeling Score","Anaerobic Remodeling Score","Galactose Remodeling Score","Glucose Remodeling Score","Max growth rate Remodeling Score","Near-zero growth Remodeling Score","Stationary phase Remodeling Score","Xylose Remodeling Score"
"ackA","accD","P0A6A3","P0A9Q5",0.0607002308030338,0.402034563748667,0.398052809913445,0.0901177995031487,0.0314323586775671,-0.0829010638800004,0.214009058036696,0.262021952010503,-0.119176021273482
"ackA","aceE","P0A6A3","P0AFG8",-0.230254175287226,-0.284850675491104,0.523069898550077,-0.69832977041213,-0.329857347002832,0.268600047181687,-0.199861817322735,0.364120860307872,0.313397136980302
"ackA","acnA","P0A6A3","P25516",-0.860377655832047,-0.139212527726031,-0.362631906254665,-1.56384201509037,-0.93736737995219,-0.796532403205118,-1.36705235796904,-2.089328999443,-0.95738492105785
"ackA","acnB","P0A6A3","P36683",0.0655880290253488,0.0669499759173572,0.657856385986434,1.32692256994633,0.0589126098734413,-0.677684513188594,-0.172786654737686,-0.246190729466226,0.300340564831435
"ackA","acs","P0A6A3","P27550",-0.771678624771008,0.0742435183712088,0.39190492035271,-0.567655299476806,-1.00361375411336,-1.34247208633223,-1.23199094836078,-1.46992827520683,-0.993399350426854
"ackA","adhE","P0A6A3","P0A9Q7",0.451994972373885,-0.231082534859046,0.0434215841673947,0.375263559331867,0.885397832287902,-0.145460634255536,-0.38087692419719,-0.583338116891496,-0.290094360529138
"acnA","acnB","P25516","P36683",-0.501328747946733,-0.372724368765823,-0.108912413442075,-0.154925591721058,-0.533720711758711,-0.472687832933755,-1.1694070461144,-1.04347757954262,-0.356922664250423
"acpP","aceE","P0A6A8","P0AFG8",2.48733278887438,0.408012531128452,1.18148763303018,-0.528052357291605,2.17507043712476,1.55243875388546,0.184434330642844,0.861115402805853,1.97981105761933
"acpP","acnA","P0A6A8","P25516",1.26780184464894,0.948642551687808,1.17423867328671,-0.556590763423586,0.390273706629317,0.482418411971902,-0.408010667677876,-0.0173795306531502,0.0829281661551119
"acpP","acnB","P0A6A8","P36683",-0.166730985770256,-0.375154128079604,-0.125659332135627,0.556609364531454,-0.538853974885283,-0.259084149565154,-0.526678188199032,-0.572631976292142,-0.0586500662750705
"acpP","acpS","P0A6A8","P24224",1.50849567025799,0.887378959832586,0.653008584188018,0.225002810136323,0.741614120752932,0.632803065014689,0.492146358852872,0.696794496640255,0.483368436730111
"acpP","acrA","P0A6A8","P0AE06",0.956333430202847,0.839190775291359,0.466872758471602,-0.223983562452445,-0.143930369394681,0.290618449781154,-0.200111236467182,0.30995187720723,0.54413419955693
"acpP","acrR","P0A6A8","P0ACS9",0.641445122257326,0.0947506790680364,0.261727491960463,0.326214858404556,1.29100711383019,0.361603314309474,0.567939384414397,0.713084848141359,-0.0774790735726687
"acpS","acs","P24224","P27550",-0.0211258979838822,-0.144317490014786,0.372672327605057,1.58211848403559,0.483584605847736,0.47966653663445,0.943225237065037,1.1803796159441,0.654921274493924
"acrA","acpS","P0AE06","P24224",0.142223116821433,0.286291720614779,-0.026099289266746,0.0544832670596391,0.50765651772454,0.00990449561535056,0.322611941061723,-0.0530859519085316,0.413090410352515
"acrA","acs","P0AE06","P27550",-0.223723113624387,0.231759117310279,-0.231786898573995,1.07505086991718,0.222138631106642,0.181590449979007,0.157446313228081,0.58202876326497,0.546970807171402
"acrA","acuI","P0AE06","P26646",-1.49841566597373,0.0933603048386097,-0.857391199176338,-0.731502860826429,-0.94445996020227,-1.29421234999041,-0.733381534964204,-1.15717498633405,-0.693743201678012
"acrR","acrA","P0ACS9","P0AE06",-0.0529133314071519,-0.989408143596006,0.470551726293078,0.461501871426205,1.57328357948783,0.40756354445949,0.806746178883109,0.518975745114966,-0.508999413885353
"acrR","acs","P0ACS9","P27550",-0.650903653613928,-0.841816899249547,-0.0705264850369014,1.4097573293183,0.494690260767834,0.388890547812936,0.817785137826177,0.989706871491248,0.0506612340887691
"acs","acnB","P27550","P36683",-0.596599897468666,-0.569427310770683,-0.294419406041631,-0.623174374802352,-0.444646112732767,-0.438091490977615,-1.0398520346281,-0.252077303312843,0.179988903016034
"acs","ade","P27550","P31441",0.75463440823263,0.600390353063659,1.05368822654038,2.16366926463924,0.801018519695666,1.89950594710267,1.85785324015296,2.23774647157708,1.32771497862781
"acuI","acs","P26646","P27550",-0.498417852015385,0.0274860099708263,0.272186527062408,0.31279397994674,-0.166507412575858,-0.31261118356191,-0.197747982074726,-0.10504454750652,-0.322731689630116
"acuI","adhP","P26646","P39451",-0.411522899580524,-0.0859197984142557,-0.0482315139648868,-0.413994241824702,-0.460838637067331,0.233890207000464,-0.510740339784055,0.581460546653871,-0.41305951060608
"acuI","adk","P26646","P69441",-1.72491737788838,-0.144481905688538,-1.4989134057506,-1.23046466595945,-0.326783042501335,-0.370216190966614,-1.15587857494095,-0.558552356969045,-0.447097916292615
"add","acs","P22333","P27550",-0.105410314281142,-0.312542598079858,0.0928969793283073,0.963795166994954,0.0688100220606366,-0.422680464524181,0.0563660181468978,0.328377015363139,0.130829231278165
"add","acuI","P22333","P26646",0.238706905739656,0.379717828930908,0.737054613076191,0.152631592757499,0.0500822614694351,0.306311526918908,0.342273910314114,0.384474626010607,0.087299138936982
"add","ade","P22333","P31441",-0.506935566579038,-0.110888436795095,-0.000346141220966656,0.003180861105609,0.393147624271144,0.570771164374745,0.461571209042092,0.479639161674309,0.20114972691224
"add","adk","P22333","P69441",0.568777853690834,0.78669361925835,0.293863512408385,0.0967308880379323,0.787638277657099,1.01825166343892,0.343327737239714,0.863621471573587,0.390395989548014
"ade","adk","P31441","P69441",0.254027091531261,0.704564687869094,1.02590395291587,0.56410298993989,1.29752422981388,1.89476754338206,1.16348388024819,1.47340794851213,0.657338440704571
"adhE","acnB","P0A9Q7","P36683",1.3018045781805,1.56710047921781,2.74241751051074,2.74486316602711,1.61403388771239,0.951721265328873,1.92042684810079,1.7472006978599,1.19080522017091
"adhE","acs","P0A9Q7","P27550",0.557373922280473,0.346789186965489,1.36540484523374,-0.209380926012198,0.947957063878914,-0.161222452199112,-0.0915640193703152,-0.633112197419553,0.266923117910431
"adhE","acuI","P0A9Q7","P26646",-0.143829631123075,0.717283425972798,-0.808973369965058,-1.32669745480589,-1.39961719887448,-0.400772187347068,-2.03832415375189,-0.450458350217628,-0.0962024528202284
"adhE","add","P0A9Q7","P22333",1.01006002063249,0.353089966464181,1.70164723664873,0.487719935055879,0.784307834882788,0.882540113638096,0.19442698164198,0.288015270934313,-0.213059398888375
"adhE","ade","P0A9Q7","P31441",1.51449839794838,2.3857086077206,2.03629620060976,1.26173639590213,1.76364657891601,2.59695490353414,1.83320493738658,2.21880182161566,1.7629566326577
"adhE","adhP","P0A9Q7","P39451",-1.31218008911076,0.201783648118753,-1.19218791502769,-2.09750544927007,-1.16981455511648,-0.27789378377427,-1.79365857832805,-0.0933910392660091,-1.03177114106406
"adhE","adk","P0A9Q7","P69441",-0.178506908626576,0.564944932541515,-0.494255600063811,-1.24559985508816,-1.54678087859099,-0.730517561928071,-0.935333947299352,-0.278855609312135,-0.299314184003011
"adhE","aegA","P0A9Q7","P37127",2.00277368304075,1.02473249733818,1.73626380366433,2.03138332922957,2.195169817511,1.98310006947342,0.662228008300144,1.71736245876232,1.72799133679233
"adhE","ahpC","P0A9Q7","P0AE08",0.795242443771023,-0.133627759187872,-0.0318023672484461,1.44792689221711,1.10141438862242,-0.384673411120865,-0.286677367666598,-0.602720163118978,-0.121525625161862
"adhE","tufA;tufB","P0A9Q7","P0CE47;P0CE48",-0.121999875855703,-0.767785676361468,-0.392670096526613,-0.158834358415847,-0.418483882838899,0.0890094009160802,0.139638288984977,-0.162295400019244,-0.484531900106037
"adhP","adk","P39451","P69441",-0.44327210777466,0.165251077259365,-0.232845732829901,-0.520612582907668,-0.0472496596863552,0.77177393809689,-0.629281442215393,0.781788258089816,-0.0592093141160892
"aegA","adhP","P37127","P39451",-1.33371477280104,-1.11929127669098,-0.927324129506216,-0.961273907870598,-1.0817084671386,-1.33124448623147,-1.52560402603359,-1.05475557699734,-1.56293663423409
"aegA","adk","P37127","P69441",1.33419860513141,0.972391483979815,0.949770135525763,1.77338864893317,2.0557540333054,2.07198736358021,0.749931091951566,1.77024527485618,1.36818380155082
"aegA","agaV","P37127","P42904",0.46068971484577,0.251931209554197,-0.0767718673438761,1.40737668430012,0.45139576822983,0.766517124048998,0.303130785022689,1.16384214267805,1.27572880609698
"agaR","aegA","P0ACK2","P37127",1.09988120704702,0.207662080099633,0.434044613560123,1.20411122262356,0.988423921567672,1.05263318187783,0.0100258474731799,0.949091524562873,0.883424807193683
"agaR","agaV","P0ACK2","P42904",0.350749310459588,-0.1068459565215,0.241732318073123,0.018527112749826,0.24498677358375,0.115108672779721,0.159804683676227,0.100654526197223,0.252449319472802
"agaR","agp","P0ACK2","P19926",0.0115682180278479,-0.226878668641067,0.462141042587893,0.469545343880296,-0.0697560817728257,0.258099940943714,1.59602039711568,1.2193296507336,-0.175877106667094
"agaV","adk","P42904","P69441",1.33422792624996,0.108354018238253,1.20018386923811,0.50819960564657,2.29182641172107,2.41431151288169,0.775792688105108,0.936037423161456,-0.462250111401411
"agp","acuI","P19926","P26646",-0.754509191638152,0.0268161244030347,-0.885958937815146,-0.288461805892206,-0.166052122566001,-0.95596238179334,-1.05649644964539,-0.81542383342051,-0.564523904923949
"agp","adk","P19926","P69441",0.213765922683168,0.997310617343906,-0.55624220668441,0.116539698633937,1.10355474871749,0.870845141007061,0.777154711938855,-0.0693669310095604,0.70393615621718
"agp","agaV","P19926","P42904",0.369147221621185,0.00387645073023068,0.636792453614338,1.16038568098017,0.84747495601894,0.223955983886062,2.21988049834915,1.26671669876483,0.144231166067052
"agp","ahpF","P19926","P35340",0.672677166426888,0.558718183983432,-0.356811598948856,-0.0549225236920242,0.0894609030122338,0.274279257962613,-0.153557773533989,-0.10063331425343,0.54152457952075
"agp","ahr","P19926","P27250",-0.302874017951181,-0.618296769478066,0.496009276726942,-0.113587978818261,-0.335544528285589,0.524418098346202,0.461804917390436,0.540583942823729,-0.32790564278862
"ahpC","agaV","P0AE08","P42904",0.853434027515451,-0.115715170550895,0.432833670463734,0.0958458028667089,0.669016695817148,0.265597296388795,-0.349835470583282,-0.728112217834265,-0.513410607569128
"ahpC","agp","P0AE08","P19926",1.25191324794671,0.57988075271061,-0.0941440045987443,0.152612349452163,0.427676637156924,0.0486904256993779,-1.10120840188366,-0.91127196719862,0.580965312114368
"ahpC","ahpF","P0AE08","P35340",-0.107297726622787,-0.458026113065508,-1.2568852541353,-0.893727004198767,-0.22467284733372,-0.659899316632919,-0.934268080590002,-0.839981484990957,-0.571181153025014
"ahpC","ahr","P0AE08","P27250",0.0858560134038788,-0.209636509462687,-0.0113951678584641,-0.277404418864064,0.118530809895829,0.218000888564125,-1.72311563373133,-1.01292897720558,0.182465637304249
"ahpC","aldA","P0AE08","P25553",0.748653296003,0.767330263332995,0.707536216467334,-0.3418778335525,0.391141928307224,0.830164743938016,0.0475964402844612,-0.148275917692438,0.163975311808698
"ahpF","agaV","P35340","P42904",0.379392765656926,-0.0393223217729926,0.201690704237935,-0.405986743439884,0.167582970448049,0.535149641401403,-0.930082330022686,-1.16411841040187,-0.557770391338947
"ahr","ahpF","P27250","P35340",-0.365415640910944,-0.169595460072542,-0.00901164419696809,-0.216460549644328,0.0126924151058073,0.721588329947936,-0.849981278567885,-0.827057344588036,0.0733418150271687
"ahr","alaC","P27250","P77434",0.92916709450604,0.455197924924087,0.592781305908952,0.17045366209516,0.0451827443905202,0.836157548378679,1.06774215654861,1.0436080203941,0.482798547266375
"alaA","agp","P0A959","P19926",-1.02831201731325,-2.02700847714156,-1.16685756974636,-0.282051013366029,-1.08458492992983,-1.80320103825063,0.621213285314323,0.262000097081003,-1.51475266497713
"alaA","ahpF","P0A959","P35340",0.550856434041852,0.262930099839633,0.266649011098916,0.539866527459063,0.179432137908118,0.192164002501718,-0.566455691801313,-0.207948107123527,0.418915957435466
"alaA","ahr","P0A959","P27250",-0.499895914541585,-0.463906147054611,-0.305934919954662,0.0949245461119841,-0.118199459616349,0.210594458404587,-0.243467774353719,-0.275027950757146,-0.435852635486198
"alaA","alaC","P0A959","P77434",0.241227446918373,0.215606760939932,-0.0919255320250753,0.346341304110281,0.392286425225465,0.36716473685854,-0.478592994116979,-0.611256063294141,0.305444225629989
"alaA","aldA","P0A959","P25553",-0.262931623275497,-1.26959552515715,-0.723167925720507,0.520808962118678,-0.563261477411264,-1.13219511330337,-0.580929111956756,-0.320345985660364,-0.422126321623505
"alaS","ahpC","P00957","P0AE08",-0.629159739897806,-0.55380901629765,-0.877056531166213,-0.744475048355794,-0.254023324203242,-0.636899838425955,-0.73413452847719,-1.43760133658057,-0.267600469545685
"alaS","ahr","P00957","P27250",-0.166588655549462,-0.038863549355496,-0.0395681217786609,-0.366403002827888,0.342155826446722,-0.280559806361354,-1.46197010342654,-0.709436706516479,0.184868560163066
"alaS","alaA","P00957","P0A959",-0.210696337312759,-0.363877196861834,-0.137986811588977,-0.0912419648253413,0.0508629375755311,-0.334905906103979,-0.94537746014327,-0.167295367356122,-0.793728127235481
"alaS","alaC","P00957","P77434",1.11575222437236,0.665430748649565,1.1457425484022,0.552064421893878,1.30275254666709,0.619645385497398,-0.0172163514016854,0.631707256998021,0.41942303573334
"alaS","aldA","P00957","P25553",0.0316700762154349,0.372021933697757,0.435305877519614,1.14599655592696,0.105112727358369,0.0243589497786673,-0.0701459716980351,-0.309950204381952,0.181435173125423
"alaS","aldB","P00957","P37685",-0.0452821045237787,0.266261756903544,0.250822973382649,-0.283767720473214,0.748365330871893,0.0438305175910488,-0.284890450734556,-1.16498085086951,0.0588371725439233
"alaS","alkA","P00957","P04395",-1.99625766152884,-0.955378069636794,-0.425620626392393,-1.31919802930553,-0.9115721887788,-1.46866989124867,-1.37385451523992,-1.12849245786652,-1.58487433625992
"aldA","alaC","P25553","P77434",-1.23020906614595,-0.999392938074206,-0.937392837547761,0.345895457366626,-0.0106149641994557,-1.15511316025203,-0.645037554164977,-0.319895975535032,-1.12955277247765
"aldA","aldB","P25553","P37685",-0.391093272577668,-0.406327765067918,-0.81735097122284,-0.369531947606112,0.178145341851893,-0.189701774164114,-1.24305064663734,-1.25284814676735,0.30757473316977
"aldB","allE","P37685","P75713",0.820681130851055,0.0430791745222603,-0.41784970501191,-0.034985335110544,0.785406509116872,-0.52322120843707,0.670088033700733,0.339114896785188,-0.283627252477459
"alkA","allR","P04395","P0ACN4",0.403856356015693,0.0975771659689815,0.359992908807473,-0.832775111983307,-0.494582920572981,-0.0261217981141653,-0.780507972400592,-0.314058377294612,-0.620270618376373
"allR","aldA","P0ACN4","P25553",-0.314753044491617,-0.396779976996912,-0.471267281830399,0.529726166849816,-0.388378737448045,-0.235354524811761,0.0922470648460832,-0.30327841973405,0.0265754308537271
"allR","aldB","P0ACN4","P37685",0.706414228551675,0.766337013379035,0.0939214240361727,0.302438730280115,0.398811102304434,0.0228759637657318,0.671996764678195,-0.0397644246697528,0.120600358251679
"allR","allE","P0ACN4","P75713",1.1475700109161,-0.778298598201406,-0.543121234325362,-1.61254391133806,1.8727826185434,-0.541802322329322,-0.843259334739065,-0.256282193429817,-0.734881019059278
"allR","amiA","P0ACN4","P36548",0.329464936821584,-0.597807882335521,-0.308973430680676,-1.9365982620041,0.00934360556209635,-0.566836316774999,-1.49174984265177,-0.146589380893669,0.271590628599877
"allR","amn","P0ACN4","P0AE12",0.196099707171131,0.0615770318558557,-0.322394447733969,-1.33736572100021,-0.379377564780563,-0.471495505138047,-0.914483076611927,-0.420602006283661,0.124297882143849
"alr","alaA","P0A6B4","P0A959",-0.449909834185821,-0.694669382456673,-1.36839906851873,-1.24301012575745,-0.778658260716493,-1.01331040970138,-0.98560530410319,-0.504566112072795,-0.725056639900919
"alr","aldA","P0A6B4","P25553",0.0288082025175262,-0.857182977159987,-0.384234475372496,1.50121423384447,0.0617694667457095,-1.01511085902699,-0.341110165690516,-0.161868213356012,0.136595309408697
"alr","alsB","P0A6B4","P39265",-0.203510346007619,0.062172842808128,-0.104954280766428,0.474116387481403,0.0957210744694883,0.232590848054658,0.273747007887412,0.296558605433528,-0.191935651662562
"alr","amiB","P0A6B4","P26365",-1.184371513268,-0.495790074471895,-1.51380379528455,-1.54096004652767,-1.13907771417951,-0.136233694338853,-0.945679261330534,-0.677153840981444,-0.588227774135919
"alr","anmK","P0A6B4","P77570",0.716289167818922,1.12726169131711,0.192162565072621,0.336809716917128,-0.0555412594770757,1.15690369659281,-0.00734499412557144,0.483997712117236,0.342103622155083
"amiA","alsB","P36548","P39265",-1.25202038214189,-0.876683292697158,-1.46318956455796,-1.24838585339343,-0.662975635330375,-0.51981145866445,-0.692369421685984,-0.190304144810144,-0.269891740403779
"amiB","alsB","P26365","P39265",-1.2327673289357,-0.997394928505505,-1.0493190936695,-0.532016591461241,-0.993419407617561,-0.776069729331835,0.0894842302886769,-0.0684089557896854,-0.888109997945347
"amiB","amiA","P26365","P36548",0.0436573824683325,0.290060817671126,0.239454818679044,-0.474232692578557,0.394859959827418,0.255951893911378,-0.403175376454239,0.0210254906037932,0.586436821390758
"amiB","anmK","P26365","P77570",-0.805412286571638,-0.92774734157356,-1.62203898746328,-0.300969673786333,-0.484516918831595,-0.539248991170498,-0.925320028330918,-1.09937466867505,-0.374724885082285
"amiB","apt","P26365","P69503",1.13501781712898,0.760911707975675,0.900695340446526,0.144348319270606,0.492231501982262,1.0902472457343,0.10027969542219,1.19397456197855,0.254275739951106
"amn","aldA","P0AE12","P25553",-0.929358758068798,-0.745321848239788,-0.621047148303236,0.177475736919659,-0.693376982488854,-0.692958279695592,-0.579071884467883,-0.754613647108776,-0.963756112166894
"amn","amiA","P0AE12","P36548",0.434837462534619,-0.129199137320059,0.49193239028014,-0.609074952256061,0.303496187221268,0.569990492843843,-0.467488618481715,0.867478400645853,1.49456814447713
"amn","amiB","P0AE12","P26365",-0.0544362835139969,-0.488804164870862,-0.401626130688872,0.0485725728360218,-0.521184206235399,-0.433195067985367,0.0230000308383638,0.0532980797151424,-0.445061379891131
"amn","amiC","P0AE12","P63883",0.352191167704975,-0.0972834797514457,-0.310068282865064,0.159417751406064,0.23803451750376,0.383510329552131,0.420434026031077,0.232133375026644,0.203173681082467
"amn","ampD","P0AE12","P13016",0.384282528582633,0.0231226935197479,0.749024593498383,0.242937500673645,-0.177098038637368,0.13480062664868,0.240986438765734,0.395555098140738,0.220141201101414
"ampC","alr","P00811","P0A6B4",-0.170476508490486,0.519242068454113,-0.584798839814481,-0.0945829927248897,0.207891041118514,-0.274172161884058,-0.439529253252773,-0.312554629887239,0.0281479689137453
"ampC","alsB","P00811","P39265",-0.295918742474867,0.253781243310929,-0.180587561753696,-0.354325455558373,-0.145677935056518,-0.201407716294509,0.198414125903486,-0.119109294814791,-0.260037575637409
"ampC","amiA","P00811","P36548",-0.705940423184816,-0.35566364839301,-0.081236209157441,-0.908698605352521,0.318922595356139,0.15431105518432,-0.962695156461819,0.0713652114357493,-0.0842818083666881
"ampC","amiB","P00811","P26365",-0.57898814624692,-0.267475274608258,-0.80200900347039,-0.0932644547198412,0.168902243229415,-0.0348358848527198,-0.570378126155887,-0.480458609180196,-0.119740952142643
"ampC","anmK","P00811","P77570",-0.723800600019926,-0.448879983289943,-1.26648456247592,-0.896668772926403,-0.0923642094740106,-1.7311985762512,-1.29109006992076,-1.84740405512844,-0.362722898092822
"ampC","aphA","P00811","P0AE22",-1.31775308099655,-0.995212640328798,-1.95182921901616,-1.91688682424681,-1.25299590354775,-1.45359401863708,-1.41870844209176,-1.21606237757899,-1.42835907104577
"ampC","araF","P00811","P02924",-0.709896798991551,-0.342056961303942,-1.10709355102309,-0.0285898624623462,0.288886493505066,-0.0959371161226994,0.570783722276846,-0.0240241093271345,-0.000101745979456114
